Type,Time,Ethereum,Cardano,Solana,
Online,10-30-22 11AM,2881,1427,10300,
Members,10-30-22 11AM,37932,10717,133334,
Online,10-30-22 11AM,3296,1466,11505,5590,2313,748,2489,5148,3477,5906,3272,3288,987,866,383,789,440,2439,3598,564,
Members,10-30-22 11AM,37928,10714,133301,50648,44849,69176,40011,57351,45797,36675,23835,23075,8558,9954,4414,12212,6125,15886,21226,17892,
